"label","source_type","language","author","title","abstract","keywords","url","year","publisher","date_generated","source","volume","issue","start_page","end_page","doi","issn","accession_zr","place_published","edition","filename","n_duplicates","citation","screened_titles","notes","m3","pi","zz","cp","a1","screened_abstracts"
"ref_244","JOUR",NA,"Iversen, Lars Lonsmann and Rannap, Riinu and Briggs, Lars and Sand-Jensen, Kaj","Variable history of land use reduces the relationship to specific habitat requirements of a threatened aquatic insect","The hutchinsonian realized niche of a species is the most common tool for selecting the actions needed when restoring habitats and establishing conservation areas of species. However, defining the realized niche of a species is problematic due to variation across spatial and temporal scales. In this study we tested the hypothesis that habitat parameters defining the realized niche of a species can be derived from a regional study and that national changes in land use influence the perception of the realized niche across different landscapes. We described the realized habitat niche of the threatened dragonfly Leucorrhinia pectoralis, in four Estonian landscapes which all have undergone more than 20 years of habitat degradations. We recorded the presence/absence of L. pectoralis and measured 7 habitat variables for 140 lakes and ponds located in one restored and three un-restored landscapes. Lake size and proportion of short riparian vegetation were significantly positive parameters determining the presence of L. pectoralis across landscape types. The species was much more habitat specific in the restored landscape, with larger influence of other habitat parameters. Our data suggest that the realized niche of the species in the un-restored landscapes was constrained by the present-day habitats. The study demonstrate that if a species realized niche is derived from local distribution patterns without incorporating landscape history it can lead to an erroneous niche definition. We show that landscape restoration can provide knowledge on a species' habitat dependencies before habitat degradation has occurred, provided that restoration mitigation reflects the former landscape characteristics.",NA,NA,2016,"SPRINGER JAPAN KK","2016 JAN","POPULATION ECOLOGY",58,"1","155","164","10.1007/s10144-015-0516-z","1438-3896 and 1438-390X","WOS:000367807500014","CHIYODA FIRST BLDG EAST, 3-8-1 NISHI-KANDA, CHIYODA-KU, TOKYO, 101-0065, JAPAN",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Iversen, Lars Lonsmann et al. (2016) Variable History of Land Use Reduces the Relationship to Specific Habitat Requirements of a Threatened Aquatic Insect. <i>Jour</i>. ","selected",NA,"Article","TOKYO",NA,NA,NA,"selected"
"ref_245","JOUR",NA,"Lampinen, Jussi","Disturbance, microclimate and historical habitat connectivity determine the population performance of the threatened grassland specialist Carex caryophyllea in remnant grasslands","Many grassland specialist plant populations in Europe have become restricted to remnant habitats. The performance of these populations depends on both species-specific traits and local and landscape level aspects of habitat quality. Understanding which specific local or landscape level conditions determine the performance of grassland species populations in remnant habitats would help design the restoration of the habitats and to detect the conditions that favour the long-term persistence of grassland species in them. Such information is especially needed in urbanised landscapes, where remnant habitats engulfed by urban land use types may experience increased erosion, higher temperatures and invasion by alien species. This study investigates the population performance determinants of Carex caryophyllea (VU), a grassland specialist, in 43 remnant grasslands in an urban-rural gradient in Finland. The population performance was assessed with metrics of persistence, establishment and reproduction, and related to environmental conditions with generalized additive models and redundancy analysis. The most important positive determinants for the performance of C. caryophyllea populations were disturbance through management or ground erosion, a warm microclimate, large habitat area and high historical connectivity to suitable grassland habitats. Present connectivity to other C. caryophyllea populations had a weak and near-significant positive relationship with population performance. Urbanisation of the surrounding landscape correlated with population performance as well, possibly due to the high historical cover of grasslands in presently urbanised landscapes. The results imply that the most effective restoration method of remnant C. caryophyllea populations would be reinstating disturbance regimes in overgrown habitats with warm microclimates close to suitable habitats and other existing populations, whether urban or rural. This would counteract the species future decline due to possible extinction debts and help the species persist in the study area in the long term.",NA,NA,2019,"WILEY","2019 JUN","NORDIC JOURNAL OF BOTANY",37,"6",NA,NA,"10.1111/njb.02175","0107-055X and 1756-1051","WOS:000473066300003","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Lampinen, Jussi (2019) Disturbance, Microclimate and Historical Habitat Connectivity Determine the Population Performance of the Threatened Grassland Specialist Carex Caryophyllea in Remnant Grasslands. <i>Jour</i>. ","selected",NA,"Article","HOBOKEN",NA,NA,NA,"excluded"
"ref_246","JOUR",NA,"Johansson, Victor and Snaell, Tord and Ranius, Thomas","Estimates of connectivity reveal non-equilibrium epiphyte occurrence patterns almost 180 years after habitat decline","Habitat loss is a major cause of species decline and extinction. Immediately after habitat loss, species occurrences are not in equilibrium with the new landscape and more closely reflect the previous landscape structure. Species with slow colonisation-extinction dynamics may display long time-lags before reaching a new equilibrium. We investigated the importance of connectivity to current and historical dispersal sources with the aim of explaining the occurrence pattern of epiphytic lichens with different traits among 104 old oaks. We used oak survey data collected from 1830 and 2009 for a Swedish landscape where oak densities declined drastically shortly after 1830. We fitted a commonly used connectivity measure and estimated the confidence interval for the spatial scale parameter. Small differences in the spatial scale parameter resulted in large differences in model fit. Connectivity to trees in 1830 better explained the occurrence of three of the four species compared to the connectivity in 2009. The explanatory power of the historical landscape structure was highest for the species with traits that may result in a low colonisation rate-both a narrow niche (here few suitable trees) and large dispersal propagules. The results suggest that oak-dependent epiphytic lichens have not reached equilibrium with the spatial landscape structure 180 years after the drastic decline in habitat. For the long-term persistence of epiphytes associated with old trees, conservation efforts should focus on (1) protecting and restoring stands where specialised species with large dispersal propagules (i.e. with low colonisation rates) occur today and (2) promoting tree regeneration in their near vicinity.",NA,NA,2013,"SPRINGER","2013 JUN","OECOLOGIA",172,"2","607","615","10.1007/s00442-012-2509-3","0029-8549 and 1432-1939","WOS:000319077100029","233 SPRING ST, NEW YORK, NY 10013 USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Johansson, Victor et al. (2013) Estimates of Connectivity Reveal Non-Equilibrium Epiphyte Occurrence Patterns Almost 180 Years after Habitat Decline. <i>Jour</i>. ","selected",NA,"Article","NEW YORK",NA,NA,NA,"selected"
"ref_247","JOUR",NA,"Johansson, Victor and Ranius, Thomas and Snall, Tord","Epiphyte metapopulation persistence after drastic habitat decline and low tree regeneration: time-lags and effects of conservation actions","Old trees have declined in Europe due to agricultural intensification and forestry. For shade-intolerant epiphytic species occurring on old trees in semi-open landscapes, host tree numbers have further decreased because of shading by developing secondary woodland. Moreover, in this habitat, regeneration that could replace the extant old trees is low. This suggests that epiphytic species associated with old trees are declining. However, for species with low extinction rates, the decline may be slow and hard to elucidate. We investigated the persistence of five old-oak-associated epiphytic lichens with different traits by simulating metapopulation dynamics using Bayesian incidence function models for dynamic landscapes. With an oak-rich landscape as a reference, we investigated effects of (i) drastic habitat decline, (ii) conservation actions such as clearing around trees or increased regeneration rate, (iii) low tree regeneration and (iv) clearing and increased regeneration after 100years of low regeneration. After drastic habitat decline, the number of occupied trees continued to decrease, displaying long time-lags before reaching new metapopulation equilibriums. Lichen extinction risks increased with decreasing habitat and were highest for species that only colonise very old trees or have large dispersal propagules. In landscapes with low tree densities, conservation actions had only minor effects on lichen extinction risks. Low tree regeneration rates increased lichen extinction risks, but species declines were slow. Conservation actions that increased regeneration after 100years of low regeneration decreased the extinction risks to very low levels. Synthesis and applications. Due to low rates of local extinction, epiphytes display long time-lags to reach new equilibriums after habitat loss. Thus, we should expect ongoing declines in epiphyte metapopulations in landscapes where old trees have recently declined. Slow extinction gives an opportunity to improve persistence by conservation actions, but the success depends on species traits and the current density of old trees. In landscapes with many old but few young trees, epiphytes may persist if conservation actions quickly address the need to increase tree regeneration rates. The best conservation approach for long-term persistence of epiphytic lichens is to ensure regular tree regeneration in landscapes with a current high density of old trees.",NA,NA,2013,"WILEY","2013 APR","JOURNAL OF APPLIED ECOLOGY",50,"2","414","422","10.1111/1365-2664.12049","0021-8901 and 1365-2664","WOS:000316969300015","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Johansson, Victor et al. (2013) Epiphyte Metapopulation Persistence after Drastic Habitat Decline and Low Tree Regeneration: Time-Lags and Effects of Conservation Actions. <i>Jour</i>. ","selected",NA,"Article","HOBOKEN",NA,NA,NA,"selected"
"ref_248","JOUR",NA,"Raum, Susanne","Land-use legacies of twentieth-century forestry in the UK: a perspective","Context Complex interactions between societies and their environment have shaped landscapes across Europe over centuries. Therefore, taking a historical perspective can be important when designing new forestry policy and management activities. Objectives This perspective aims to improve our appreciation of how a better historical understanding of landscapes can increase our understanding of current conditions and inform current and future policy and practice. I provide a perspective on land-use legacies and forest change, with a particular emphasis on landscapes, and using the example of forestry in the United Kingdom. Methods For this purpose, I undertook a comprehensive review of scholarly forestry literature and of relevant policy and legal documents in the UK, covering the last 100 years. Results This brief review of the dynamics of forest landscapes in the UK over the last 100 years, shows that certain decisions, policies and management activities had major effects on the landscape, especially in terms of landscape patterns and species distribution, constraining it until today. Historic research investigated some of these legacies, leading to real change in policy and management, including a Broadleaved Policy, an Ancient Woodland Inventory, habitat restoration, habitat network and rewilding schemes. Research on past experiences of Dutch Elm disease in the UK and of similar outbreaks in other countries have guided responses to today's tree pest/disease outbreaks and plant trade decisions. Conclusion A better appreciation of past decisions and activities, especially in forestry, helps to anticipate landscape legacy effects and potential cross-scale interactions of new policies and practices. It may also help to better justify and negotiate new decisions and long-term planning among multiple actors.",NA,NA,2020,"SPRINGER","2020 DEC","LANDSCAPE ECOLOGY",35,"12","2713","2722","10.1007/s10980-020-01126-1","0921-2973 and 1572-9761","WOS:000572833500001","VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Raum, Susanne (2020) Land-Use Legacies of Twentieth-Century Forestry in the Uk: a Perspective. <i>Jour</i>. ","selected",NA,"Article","DORDRECHT",NA,NA,NA,"excluded"
"ref_249","JOUR",NA,"Amos, J. Nevil and Bennett, Andrew F. and Mac Nally, Ralph and Newell, Graeme and Pavlova, Alexandra and Radford, James Q. and Thomson, James R. and White, Matt and Sunnucks, Paul","Predicting Landscape-Genetic Consequences of Habitat Loss, Fragmentation and Mobility for Multiple Species of Woodland Birds","Inference concerning the impact of habitat fragmentation on dispersal and gene flow is a key theme in landscape genetics. Recently, the ability of established approaches to identify reliably the differential effects of landscape structure (e. g. land-cover composition, remnant vegetation configuration and extent) on the mobility of organisms has been questioned. More explicit methods of predicting and testing for such effects must move beyond post hoc explanations for single landscapes and species. Here, we document a process for making a priori predictions, using existing spatial and ecological data and expert opinion, of the effects of landscape structure on genetic structure of multiple species across replicated landscape blocks. We compare the results of two common methods for estimating the influence of landscape structure on effective distance: least-cost path analysis and isolation-by-resistance. We present a series of alternative models of genetic connectivity in the study area, represented by different landscape resistance surfaces for calculating effective distance, and identify appropriate null models. The process is applied to ten species of sympatric woodland-dependant birds. For each species, we rank a priori the expectation of fit of genetic response to the models according to the expected response of birds to loss of structural connectivity and landscape-scale tree-cover. These rankings (our hypotheses) are presented for testing with empirical genetic data in a subsequent contribution. We propose that this replicated landscape, multi-species approach offers a robust method for identifying the likely effects of landscape fragmentation on dispersal.",NA,NA,2012,"PUBLIC LIBRARY SCIENCE","2012 FEB 17","PLOS ONE",7,"2",NA,NA,"10.1371/journal.pone.0030888","1932-6203","WOS:000302853600083","1160 BATTERY STREET, STE 100, SAN FRANCISCO, CA 94111 USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Amos, J. Nevil et al. (2012) Predicting Landscape-Genetic Consequences of Habitat Loss, Fragmentation and Mobility for Multiple Species of Woodland Birds. <i>Jour</i>. ","selected",NA,"Article","SAN FRANCISCO",NA,NA,NA,"excluded"
"ref_250","JOUR",NA,"Aguirre-Gutierrez, Jesus and Biesmeijer, Jacobus C. and van Loon, E. Emiel and Reemer, Menno and WallisDeVries, Michiel F. and Carvalheiro, Luisa G.","Susceptibility of pollinators to ongoing landscape changes depends on landscape history","AimPollinators play an important role in ecosystem functioning, affecting also crop production. Their decline may hence lead to serious ecological and economic impacts, making it essential to understand the processes that drive pollinator shifts in space and time. Land-use changes are thought to be one of the most important drivers of pollinators' loss, and there is increasing investment on pollinator-friendly landscape management. However, it is still unclear whether landscape history of a given region determines how pollinator communities respond to further landscape modification.LocationThe Netherlands.MethodsUsing geographically explicit historical landscape and pollinator data from the Netherlands, we evaluated how species richness changes of three important pollinator groups (bees, hoverflies and butterflies) are affected by landscape changes related to habitat composition, fragmentation and species spillover potential and whether such effects depend on the historical characteristics of the landscape.ResultsThe effect of landscape changes varied between different pollinator groups. While bumblebee richness benefited from increases in edges between managed and natural systems, other bees benefited from increases in landscape heterogeneity and hoverfly richness was fairly resistant to land-use changes. We found that for the majority of the pollinators past landscape characteristics conditioned, the more recent pollinator richness changes. Landscapes that historically had more suitable habitat were more susceptible to display hoverfly declines (caused by drivers not considered in this study). Landscapes that historically had greater spillover potential were more likely to suffer butterfly richness declines and the bumblebee assemblages were more susceptible to the effects of fragmentation.Main conclusionsThe diversity of responses of the pollinator groups suggest that multispecies approaches that take group-specific responses to land-use change into account are highly valuable. These findings emphasize the limited value of a one-size-fits-all biodiversity conservation measure and highlight the importance of considering landscape history when planning biodiversity conservation actions.",NA,NA,2015,"WILEY","2015 OCT","DIVERSITY AND DISTRIBUTIONS",21,"10","1129","1140","10.1111/ddi.12350","1366-9516 and 1472-4642","WOS:000361204100001","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Aguirre-Gutierrez, Jesus et al. (2015) Susceptibility of Pollinators to Ongoing Landscape Changes Depends on Landscape History. <i>Jour</i>. ","selected",NA,"Article","HOBOKEN",NA,NA,NA,"selected"
"ref_251","JOUR",NA,"Miller, Kathryn M. and McGill, Brian J.","Compounding human stressors cause major regeneration debt in over half of eastern US forests","The future of temperate forests in the face of global change and anthropogenic stressors remains uncertain. The regeneration stage, which is a critical bottleneck for many organisms, is a key indicator of forest health, future canopy composition and forest adaptive capacity. In trees, seemingly healthy forests can be at long-term risk due to insufficient juveniles to replace them (regeneration failure), or compositional differences between juveniles and adults (regeneration mismatch). We propose 'regeneration debt' to collectively describe regeneration failure and mismatch in analogy to extinction debt. To demonstrate this concept, we conducted a macroecological analysis of regeneration debt and anthropogenic stressors in eastern US forests. Using U.S. Forest Service-Forest Inventory and Analysis data, we quantified regeneration debt in 18 states from Maine to South Carolina, and evaluated the influence of site, anthropogenic stressors and climate drivers in the most affected regions. We identified three distinct regions, with little debt in the north, moderate debt in the south and severe regeneration debt in the central, mid-Atlantic region. In this region, multiple anthropogenic stressors (invasive plants, deer overabundance and land use) were associated with both low-regeneration abundance and the prevalence of disease-prone and/or suboptimal species. Synthesis and applications. Without management intervention, the severe regeneration debt in the mid-Atlantic region will likely lead to long-term declines in forest cover, with cascading negative effects on forest-dependent taxa and ecosystem services. Moreover, the location of the regeneration debt, which is at the northern edge of and involves many of the tree species that are predicted to gain suitable habitat in the Northeastern US, has consequences that extend far beyond its current geographic extent. In fact, this regeneration debt may already be functioning as a barrier to poleward tree migration. Our results demonstrate the value of regeneration debt as an indicator of ecosystem health and forest adaptive capacity.",NA,NA,2019,"WILEY","2019 JUN","JOURNAL OF APPLIED ECOLOGY",56,"6","1355","1366","10.1111/1365-2664.13375","0021-8901 and 1365-2664","WOS:000469987000006","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Miller, Kathryn M. et al. (2019) Compounding Human Stressors Cause Major Regeneration Debt in over Half of Eastern Us Forests. <i>Jour</i>. ","selected",NA,"Article","HOBOKEN",NA,NA,NA,"selected"
"ref_252","JOUR",NA,"Graham, Laura J. and Haines-Young, Roy H. and Field, Richard","The incidence function model as a tool for landscape-scale ecological impact assessments","Landscape-scale approaches to assessing the impact of land-use change on species' persistence are necessary because species depend on processes acting at varying scales, yet existing approaches to ecological impact assessment tend only to be site-based. A further major criticism of current ecological impact assessments is that they tend to be qualitative. Here we develop methods that apply the Incidence Function Model (IFM) in real urban planning contexts, by generating repeatable and comparable quantitative measures of ecological impacts. To demonstrate the methods for a case study (Nottingham, UK), we estimated landscape-scale measures of species' persistence that indicate metapopulation viability. We based these on Nottingham's landscape when urban developments were recently proposed, then adjust the land cover to include the proposed developments, and also for two projected landscapes where 10% and 20% of the original natural or semi-natural land cover is lost. We find that the IFM shows promise as a tool for quantitative landscape-scale ecological impact assessment, depending on the size of the impact. We detected minimal differences in the species' viability measures between the original and post -development landscapes. This suggests that for small (around 2%) cumulative losses ofnatural/semi-natural space, current site-based approaches are sufficient. However, when the cumulative effect of continued development was modelled by increasing the losses of natural/semi-natural land cover to 10-20% of existing cover, the impact on many of the species studied was more substantial. This indicates that a landscape scale approach is necessary for larger, prolonged and cumulative habitat losses.",NA,NA,2018,"ELSEVIER SCIENCE BV","2018 FEB","LANDSCAPE AND URBAN PLANNING",170,NA,"187","194","10.1016/j.landurbplan.2017.10.008","0169-2046 and 1872-6062","WOS:000419412400017","PO BOX 211, 1000 AE AMSTERDAM, NETHERLANDS",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Graham, Laura J. et al. (2018) The Incidence Function Model as a Tool for Landscape-Scale Ecological Impact Assessments. <i>Jour</i>. ","selected",NA,"Article","AMSTERDAM",NA,NA,NA,"excluded"
"ref_253","JOUR",NA,"Stratmann, Theresa S. M. and Floyd, Thomas M. and Barrett, Kyle","Habitat and History Influence Abundance of Bog Turtles","Conservation of rare and endangered species requires assessment of factors that influence the current habitat associations of a species and the role of past habitat degradation in limiting occupancy or abundance. The objective of our 2011-2014 study was to determine how habitat characteristics and wetland history can predict occupancy and abundance patterns of bog turtles (Glyptemys muhlenbergii) at the fringe of their range in the southeastern United States. We used a hurdle model to examine occupancy and abundance patterns while addressing problems associated with zero-inflated data. Occupancy patterns were weakly related to percent of the wetland containing emergent vegetation, whereas abundance patterns were predicted by the percent silt in the wetland substrate, percent forest cover, amount of habitat degradation, and recovery time since past habitat degradation. The effect of historical habitat degradation on abundance rather than occupancy patterns has rarely been documented and its effect is rarely studied in vertebrate populations. Identification of predictors of occupancy and abundance patterns will aid discovery of new populations of bog turtles and improve management of occupied wetlands. (c) 2019 The Wildlife Society.",NA,NA,2020,"WILEY","2020 FEB","JOURNAL OF WILDLIFE MANAGEMENT",84,"2","331","343","10.1002/jwmg.21793","0022-541X and 1937-2817","WOS:000498679700001","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Stratmann, Theresa S. M. et al. (2020) Habitat and History Influence Abundance of Bog Turtles. <i>Jour</i>. ","selected",NA,"Article","HOBOKEN",NA,NA,NA,"selected"
"ref_254","JOUR",NA,"Miklin, Jan and Sebek, Pavel and Hauck, David and Konvicka, Ondrej and Cizek, Lukas","Past levels of canopy closure affect the occurrence of veteran trees and flagship saproxylic beetles","Aim: Open woodlands are biologically highly diverse habitats, and veteran (i.e., old, senescent) trees are key structures supporting their biodiversity. Open canopy structure had been maintained by both natural- and human-induced disturbances. In the past two centuries, suppression of such disturbances, together with forestry intensification, has turned most lowland woodlands into closed-canopy forests. We investigated the effect of increased canopy closure on veteran trees and several threatened beetles associated with them.Location: Floodplain woodlands along the lower Dyje and Morava rivers, Czech Republic.Methods: We used an approach combining the study of aerial photographs with on-ground survey of veteran trees and associated endangered beetles. The aerial images were used to obtain the information on historical (1938) and recent (2009) canopy closure in the area of 146 km(2), where we mapped large oaks (d.b.h. >70 cm), hollow trees and three associated beetles including the hermit beetle (Osmoderma barnabita), the great capricorn beetle (Cerambyx cerdo) and the jewel beetle Eurythyrea quercus.Results: The presence of large oaks, hollow trees and their associated beetle species are negatively related to recent high canopy closure, and the historical level of canopy closure matters, as in nowadays closed-canopy stands, the beetles and veteran trees are more common in places that were rather open in 1938 than in the places with closed canopy already in 1938. Moreover, the health state of veteran trees highly depends on the canopy closure.Main conclusion: The negative effect of canopy closure on veteran trees and their endangered inhabitants is several decades delayed and may thus often go undetected. In the forests, however, large and hollow trees and their associated biodiversity are relics of the past, more open conditions. The restoration of open woodlands is therefore vital for preventing their further decline. Conservation management planning needs to take this into account wherever, veteran trees and associated biota are concerned.",NA,NA,2018,"WILEY","2018 FEB","DIVERSITY AND DISTRIBUTIONS",24,"2","208","218","10.1111/ddi.12670","1366-9516 and 1472-4642","WOS:000419339800007","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Miklin, Jan et al. (2018) Past Levels of Canopy Closure Affect the Occurrence of Veteran Trees and Flagship Saproxylic Beetles. <i>Jour</i>. ","selected",NA,"Article","HOBOKEN",NA,NA,NA,"selected"
"ref_255","JOUR",NA,"Brudvig, Lars A. and Damschen, Ellen I.","Land-use history, historical connectivity, and land management interact to determine longleaf pine woodland understory richness and composition","Restoration and management activities targeted at recovering biodiversity can lead to unexpected results. In part, this is due to a lack of understanding of how site-level characteristics, landscape factors, and land-use history interact with restoration and management practices to determine patterns of diversity. For plants, such factors may be particularly important since plant populations often exhibit lagged responses to habitat loss and degradation. Here, we assess the importance of site-level, landscape, and historical effects for understory plant species richness and composition across a set of 40 longleaf pine Pinus palustris woodlands undergoing restoration for the federally endangered red-cockaded woodpecker in the southeastern United States. Land-use history had an overarching effect on richness and composition. Relative to historically forested sites, sites with agricultural histories (i.e. former pastures or cultivated fields) supported lower species richness and an altered species composition due to fewer upland longleaf pine woodland community members. Landscape effects did not influence the total number of species in either historically forested or post-agricultural sites; however, understory species composition was affected by historical connectivity, but only for post-agricultural sites. The influences of management and restoration activities were only apparent once land-use history was accounted for. Prescribed burning and mechanical overstory thinning were key drivers of understory composition and promoted understory richness in post-agricultural sites. In historically forested sites these activities had no impact on richness and only prescribed fire influenced composition. Our findings reveal complex interplays between site-level, landscape, and historical effects, suggest fundamentally different controls over plant communities in longleaf pine woodlands with varying land-use history, and underscore the importance of considering land-use history and landscape effects during restoration.",NA,NA,2011,"WILEY","2011 APR","ECOGRAPHY",34,"2","257","266","10.1111/j.1600-0587.2010.06381.x","0906-7590 and 1600-0587","WOS:000289150000008","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Brudvig, Lars A. et al. (2011) Land-Use History, Historical Connectivity, and Land Management Interact to Determine Longleaf Pine Woodland Understory Richness and Composition. <i>Jour</i>. ","selected",NA,"Article","HOBOKEN",NA,NA,NA,"selected"
"ref_256","JOUR",NA,"Abadie, Juliet and Dupouey, Jean-Luc and Salvaudon, Aline and Gachet, Sophie and Videau, Noemie and Avon, Catherine and Dumont, Jerome and Tatoni, Thierry and Berges, Laurent","Historical ecology of Mediterranean forests: Land use legacies on current understorey plants differ with time since abandonment and former agricultural use","Questions Land use legacies in current forest understorey vegetation, thoroughly studied in temperate regions, were investigated in a Mediterranean context. We tested the effect of three historical variables on current forest plant communities and traits: forest temporal continuity (ancient: forested before 1860, recent: reforested after 1860, and very recent forest: reforested after 1958) and type of land use in 1860 and 1958 (forest, pasture or arable land). Location The Regional Natural Park of Luberon (southeastern France). Methods We used a comprehensive vegetation plot database (473 species in 1,429 plots). Species' response to historical variables was tested with logistic regressions, and the relationship between plant traits and historical variables was analysed with RLQ and fourth-corner analyses. Results Among all studied species, 250 responded to forest temporal continuity, 208 to 1860 land use, and 246 to 1958 land use. Species associated with ancient forests were more frequently forest specialists or forest edge species, shade-tolerant and perennials, while species associated with recent and very recent forests were more frequently annuals, anemochorous and heliophilous species. Species exhibited different traits and ecological preferences according to the type of land use prior to forest: therophytes were more frequent on former arable land while chamaephytes were more frequent on former pasture. Trait responses to 1860 and 1958 land uses were globally consistent. Conclusions The effect of forest temporal continuity and past land use on forest understorey communities was consistent with other studies in northern Europe or northern America, which suggests that the same ecological processes apply in temperate lowland and Mediterranean regions. This study highlights a succession of plant communities in the long term and different trajectories of succession according to the type of former agricultural use. The long-term legacies of past land use in current forest plant communities highlight the importance to preserve ancient forests, where typical forest species can be maintained.",NA,NA,2021,"WILEY","2021 JAN","JOURNAL OF VEGETATION SCIENCE",32,"1",NA,NA,"10.1111/jvs.12860","1100-9233 and 1654-1103","WOS:000550981100001","111 RIVER ST, HOBOKEN 07030-5774, NJ USA",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Abadie, Juliet et al. (2021) Historical Ecology of Mediterranean Forests: Land Use Legacies on Current Understorey Plants Differ with Time Since Abandonment and Former Agricultural Use. <i>Jour</i>. ","selected",NA,"Article","HOBOKEN",NA,NA,NA,"selected"
"ref_257","JOUR",NA,"Sgardeli, Vasiliki and Iwasa, Yoh and Varvoglis, Harry and Halley, John M.","A forecast for extinction debt in the presence of speciation","Predicting biodiversity relaxation following a disturbance is of great importance to conservation biology. Recently-developed models of stochastic community assembly allow us to predict the evolution of communities on the basis of mechanistic processes at the level of individuals. The neutral model of biodiversity, in particular, has provided closed-form solutions for the relaxation of biodiversity in isolated communities (no immigration or speciation). Here, we extend these results by deriving a relaxation curve for a neutral community in which new species are introduced through the mechanism of random fission speciation (RFS). The solution provides simple closed-form expressions for the equilibrium species richness, the relaxation time and the species-individual curve, which are good approximation to the more complicated formulas existing for the same model. The derivation of the relaxation curve is based on the assumption of a broken-stick species-abundance distribution (SAD) as an initial community configuration; yet for commonly observed SADs, the maximum deviation from the curve does not exceed 10%. Importantly, the solution confirms theoretical results and observations showing that the relaxation time increases with community size and thus habitat area. Such simple and analytically tractable models can help crystallize our ideas on the leading factors affecting biodiversity loss.",NA,NA,2017,"ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","2017 FEB 21","JOURNAL OF THEORETICAL BIOLOGY",415,NA,"48","52","10.1016/j.jtbi.2016.11.004","0022-5193 and 1095-8541","WOS:000396964300006","24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Sgardeli, Vasiliki et al. (2017) a Forecast for Extinction Debt in the Presence of Speciation. <i>Jour</i>. ","selected",NA,"Article","LONDON",NA,NA,NA,"selected"
"ref_258","JOUR",NA,"Johansson, Victor and Wikstrom, Carl-Johan and Hylander, Kristoffer","Time-lagged lichen extinction in retained buffer strips 16.5 years after clear-cutting","Tree retention on clear-cuts is a relatively new measure in forestry aimed at lifeboating' forest species during young seral periods. However, the effectiveness of tree retention for maintaining biodiversity for more than a few years is still poorly known. We investigated lichen persistence in retained buffer strips along small streams after clear-cutting of the surrounding forest, and compared with clear-cuts and un-cut references. Specifically, we compared richness and frequency of red-listed/signal species, calicioids and pendulous species before clear cutting with 2.5 years and 16.5 years after clear-cutting, and also analysed their colonization-extinction dynamics over time. The results show that the richness of red-listed/signal species and calicioids in buffer strips had declined significantly after 16.5 years, but not after 2.5 years, while frequency displayed a significant difference already after 2.5 years. The richness of pendulous lichens remained relatively stable over time, but the frequency had declined significantly after 16.5 years. In clear-cuts all groups declined more than in buffer-strips (-2-3.5 times more) and the main decline had occurred already after 2.5 years. References remained stable over time. The colonization-extinctions dynamics reflected the richness declines, with high early extinction in clear cuts and lower but late extinction in buffer-strips, and low (re)colonization. We conclude that retained buffer strips cannot maintain lichen richness over time due to time-lagged extinction, but they are clearly more effective than clear-cuts. Wider buffer strips could potentially reduce tree mortality and decrease lichen extinction. The large amounts of standing dead wood makes buffer strips potential future colonization targets.",NA,NA,2018,"ELSEVIER SCI LTD","2018 SEP","BIOLOGICAL CONSERVATION",225,NA,"53","65","10.1016/j.biocon.2018.06.016","0006-3207 and 1873-2917","WOS:000442003900006","THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Johansson, Victor et al. (2018) Time-Lagged Lichen Extinction in Retained Buffer Strips 16.5 Years after Clear-Cutting. <i>Jour</i>. ","selected",NA,"Article","OXFORD",NA,NA,NA,"selected"
